ts	perm	script	gates	verify	wall_sec
2026-04-25T18:24:05	0,1,4,5,3,7,2,6	fast	115	OK	0.18
2026-04-25T18:24:05	0,1,4,5,6,2,3,7	fast	107	OK	0.18
2026-04-25T18:24:05	0,1,4,5,6,2,7,3	fast	103	OK	0.17
2026-04-25T18:24:05	0,1,4,5,6,3,2,7	fast	99	OK	0.15
2026-04-25T18:24:05	0,1,4,5,6,3,7,2	fast	105	OK	0.16
2026-04-25T18:24:05	0,1,4,5,6,7,2,3	fast	94	OK	0.14
2026-04-25T18:24:05	0,1,4,5,6,7,3,2	fast	98	OK	0.15
2026-04-25T18:24:05	0,1,4,5,7,2,3,6	fast	107	OK	0.15
2026-04-25T18:24:05	0,1,4,5,7,2,6,3	fast	109	OK	0.16
2026-04-25T18:24:05	0,1,4,5,7,3,2,6	fast	106	OK	0.16
2026-04-25T18:24:05	0,1,4,5,7,3,6,2	fast	109	OK	0.16
2026-04-25T18:24:06	0,1,4,5,7,6,3,2	fast	97	OK	0.14
2026-04-25T18:24:06	0,1,4,5,7,6,2,3	fast	100	OK	0.16
2026-04-25T18:24:06	0,1,4,6,2,3,5,7	fast	104	OK	0.17
2026-04-25T18:24:06	0,1,4,6,2,3,7,5	fast	109	OK	0.18
2026-04-25T18:24:06	0,1,4,6,2,5,7,3	fast	110	OK	0.23
2026-04-25T18:24:06	0,1,4,6,2,5,3,7	fast	109	OK	0.24
2026-04-25T18:24:06	0,1,4,6,2,7,3,5	fast	112	OK	0.20
2026-04-25T18:24:06	0,1,4,6,2,7,5,3	fast	101	OK	0.19
2026-04-25T18:24:06	0,1,4,6,3,2,5,7	fast	107	OK	0.18
2026-04-25T18:24:06	0,1,4,6,3,2,7,5	fast	106	OK	0.18
2026-04-25T18:24:06	0,1,4,6,3,5,2,7	fast	120	OK	0.19
2026-04-25T18:24:06	0,1,4,6,3,5,7,2	fast	123	OK	0.18
2026-04-25T18:24:06	0,1,4,6,3,7,2,5	fast	125	OK	0.19
2026-04-25T18:24:06	0,1,4,6,3,7,5,2	fast	106	OK	0.20
2026-04-25T18:24:06	0,1,4,6,5,2,3,7	fast	111	OK	0.20
2026-04-25T18:24:06	0,1,4,6,5,2,7,3	fast	120	OK	0.19
2026-04-25T18:24:07	0,1,4,6,5,3,2,7	fast	114	OK	0.19
2026-04-25T18:24:07	0,1,4,6,5,3,7,2	fast	115	OK	0.19
2026-04-25T18:24:07	0,1,4,6,5,7,2,3	fast	112	OK	0.18
2026-04-25T18:24:07	0,1,4,6,5,7,3,2	fast	113	OK	0.18
2026-04-25T18:24:07	0,1,4,6,7,2,3,5	fast	122	OK	0.19
2026-04-25T18:24:07	0,1,4,6,7,2,5,3	fast	111	OK	0.19
2026-04-25T18:24:07	0,1,4,6,7,3,2,5	fast	122	OK	0.19
2026-04-25T18:24:07	0,1,4,6,7,3,5,2	fast	111	OK	0.21
2026-04-25T18:24:07	0,1,4,6,7,5,2,3	fast	121	OK	0.18
2026-04-25T18:24:07	0,1,4,6,7,5,3,2	fast	117	OK	0.17
2026-04-25T18:24:07	0,1,4,7,2,3,5,6	fast	102	OK	0.18
2026-04-25T18:24:07	0,1,4,7,2,3,6,5	fast	105	OK	0.17
2026-04-25T18:24:07	0,1,4,7,2,5,6,3	fast	109	OK	0.18
