ts	name	script	perm	status	gates	wall_sec	blif_path	notes
2026-04-25T16:22:03	ss_(0, 1, 2, 6, 7, 3, 5, 4)	fast	0,0.5,1,4,6,1.5,3,2,-0,-0.5,-1,-4,-6,-1.5,-3,-2	ok	217	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 6, 7, 3, 5, 4).blif	
2026-04-25T16:22:04	ss_(0, 1, 2, 6, 7, 4, 3, 5)	fast	0,0.5,1,4,6,2,1.5,3,-0,-0.5,-1,-4,-6,-2,-1.5,-3	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 6, 7, 4, 3, 5).blif	
2026-04-25T16:22:04	ss_(0, 1, 2, 6, 7, 4, 5, 3)	fast	0,0.5,1,4,6,2,3,1.5,-0,-0.5,-1,-4,-6,-2,-3,-1.5	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 6, 7, 4, 5, 3).blif	
2026-04-25T16:22:04	ss_(0, 1, 2, 6, 7, 5, 3, 4)	fast	0,0.5,1,4,6,3,1.5,2,-0,-0.5,-1,-4,-6,-3,-1.5,-2	ok	232	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 6, 7, 5, 3, 4).blif	
2026-04-25T16:22:04	ss_(0, 1, 2, 6, 7, 5, 4, 3)	fast	0,0.5,1,4,6,3,2,1.5,-0,-0.5,-1,-4,-6,-3,-2,-1.5	ok	243	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 6, 7, 5, 4, 3).blif	
2026-04-25T16:22:05	ss_(0, 1, 2, 7, 3, 4, 5, 6)	fast	0,0.5,1,6,1.5,2,3,4,-0,-0.5,-1,-6,-1.5,-2,-3,-4	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 3, 4, 5, 6).blif	
2026-04-25T16:22:05	ss_(0, 1, 2, 7, 3, 4, 6, 5)	fast	0,0.5,1,6,1.5,2,4,3,-0,-0.5,-1,-6,-1.5,-2,-4,-3	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 3, 4, 6, 5).blif	
2026-04-25T16:22:05	ss_(0, 1, 2, 7, 3, 5, 4, 6)	fast	0,0.5,1,6,1.5,3,2,4,-0,-0.5,-1,-6,-1.5,-3,-2,-4	ok	227	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 3, 5, 4, 6).blif	
2026-04-25T16:22:06	ss_(0, 1, 2, 7, 3, 5, 6, 4)	fast	0,0.5,1,6,1.5,3,4,2,-0,-0.5,-1,-6,-1.5,-3,-4,-2	ok	232	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 3, 5, 6, 4).blif	
2026-04-25T16:22:06	ss_(0, 1, 2, 7, 3, 6, 4, 5)	fast	0,0.5,1,6,1.5,4,2,3,-0,-0.5,-1,-6,-1.5,-4,-2,-3	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 3, 6, 4, 5).blif	
2026-04-25T16:22:06	ss_(0, 1, 2, 7, 3, 6, 5, 4)	fast	0,0.5,1,6,1.5,4,3,2,-0,-0.5,-1,-6,-1.5,-4,-3,-2	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 3, 6, 5, 4).blif	
2026-04-25T16:22:06	ss_(0, 1, 2, 7, 4, 3, 5, 6)	fast	0,0.5,1,6,2,1.5,3,4,-0,-0.5,-1,-6,-2,-1.5,-3,-4	ok	219	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 4, 3, 5, 6).blif	
2026-04-25T16:22:07	ss_(0, 1, 2, 7, 4, 3, 6, 5)	fast	0,0.5,1,6,2,1.5,4,3,-0,-0.5,-1,-6,-2,-1.5,-4,-3	ok	230	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 4, 3, 6, 5).blif	
2026-04-25T16:22:07	ss_(0, 1, 2, 7, 4, 5, 3, 6)	fast	0,0.5,1,6,2,3,1.5,4,-0,-0.5,-1,-6,-2,-3,-1.5,-4	ok	238	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 4, 5, 3, 6).blif	
2026-04-25T16:22:07	ss_(0, 1, 2, 7, 4, 5, 6, 3)	fast	0,0.5,1,6,2,3,4,1.5,-0,-0.5,-1,-6,-2,-3,-4,-1.5	ok	238	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 4, 5, 6, 3).blif	
2026-04-25T16:22:08	ss_(0, 1, 2, 7, 4, 6, 3, 5)	fast	0,0.5,1,6,2,4,1.5,3,-0,-0.5,-1,-6,-2,-4,-1.5,-3	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 4, 6, 3, 5).blif	
2026-04-25T16:22:08	ss_(0, 1, 2, 7, 4, 6, 5, 3)	fast	0,0.5,1,6,2,4,3,1.5,-0,-0.5,-1,-6,-2,-4,-3,-1.5	ok	236	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 4, 6, 5, 3).blif	
2026-04-25T16:22:08	ss_(0, 1, 2, 7, 5, 3, 4, 6)	fast	0,0.5,1,6,3,1.5,2,4,-0,-0.5,-1,-6,-3,-1.5,-2,-4	ok	236	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 5, 3, 4, 6).blif	
2026-04-25T16:22:08	ss_(0, 1, 2, 7, 5, 3, 6, 4)	fast	0,0.5,1,6,3,1.5,4,2,-0,-0.5,-1,-6,-3,-1.5,-4,-2	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 5, 3, 6, 4).blif	
2026-04-25T16:22:09	ss_(0, 1, 2, 7, 5, 4, 3, 6)	fast	0,0.5,1,6,3,2,1.5,4,-0,-0.5,-1,-6,-3,-2,-1.5,-4	ok	241	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 5, 4, 3, 6).blif	
2026-04-25T16:22:09	ss_(0, 1, 2, 7, 5, 4, 6, 3)	fast	0,0.5,1,6,3,2,4,1.5,-0,-0.5,-1,-6,-3,-2,-4,-1.5	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 5, 4, 6, 3).blif	
2026-04-25T16:22:09	ss_(0, 1, 2, 7, 5, 6, 3, 4)	fast	0,0.5,1,6,3,4,1.5,2,-0,-0.5,-1,-6,-3,-4,-1.5,-2	ok	232	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 5, 6, 3, 4).blif	
2026-04-25T16:22:09	ss_(0, 1, 2, 7, 5, 6, 4, 3)	fast	0,0.5,1,6,3,4,2,1.5,-0,-0.5,-1,-6,-3,-4,-2,-1.5	ok	222	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 5, 6, 4, 3).blif	
2026-04-25T16:22:10	ss_(0, 1, 2, 7, 6, 3, 4, 5)	fast	0,0.5,1,6,4,1.5,2,3,-0,-0.5,-1,-6,-4,-1.5,-2,-3	ok	236	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 6, 3, 4, 5).blif	
2026-04-25T16:22:10	ss_(0, 1, 2, 7, 6, 3, 5, 4)	fast	0,0.5,1,6,4,1.5,3,2,-0,-0.5,-1,-6,-4,-1.5,-3,-2	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 6, 3, 5, 4).blif	
2026-04-25T16:22:10	ss_(0, 1, 2, 7, 6, 4, 3, 5)	fast	0,0.5,1,6,4,2,1.5,3,-0,-0.5,-1,-6,-4,-2,-1.5,-3	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 6, 4, 3, 5).blif	
2026-04-25T16:22:11	ss_(0, 1, 2, 7, 6, 4, 5, 3)	fast	0,0.5,1,6,4,2,3,1.5,-0,-0.5,-1,-6,-4,-2,-3,-1.5	ok	238	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 6, 4, 5, 3).blif	
2026-04-25T16:22:11	ss_(0, 1, 2, 7, 6, 5, 3, 4)	fast	0,0.5,1,6,4,3,1.5,2,-0,-0.5,-1,-6,-4,-3,-1.5,-2	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 6, 5, 3, 4).blif	
2026-04-25T16:22:11	ss_(0, 1, 2, 7, 6, 5, 4, 3)	fast	0,0.5,1,6,4,3,2,1.5,-0,-0.5,-1,-6,-4,-3,-2,-1.5	ok	235	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 2, 7, 6, 5, 4, 3).blif	
2026-04-25T16:22:11	ss_(0, 1, 3, 2, 4, 5, 6, 7)	fast	0,0.5,1.5,1,2,3,4,6,-0,-0.5,-1.5,-1,-2,-3,-4,-6	ok	224	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 4, 5, 6, 7).blif	
2026-04-25T16:22:12	ss_(0, 1, 3, 2, 4, 5, 7, 6)	fast	0,0.5,1.5,1,2,3,6,4,-0,-0.5,-1.5,-1,-2,-3,-6,-4	ok	220	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 4, 5, 7, 6).blif	
2026-04-25T16:22:12	ss_(0, 1, 3, 2, 4, 6, 5, 7)	fast	0,0.5,1.5,1,2,4,3,6,-0,-0.5,-1.5,-1,-2,-4,-3,-6	ok	221	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 4, 6, 5, 7).blif	
2026-04-25T16:22:12	ss_(0, 1, 3, 2, 4, 6, 7, 5)	fast	0,0.5,1.5,1,2,4,6,3,-0,-0.5,-1.5,-1,-2,-4,-6,-3	ok	222	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 4, 6, 7, 5).blif	
2026-04-25T16:22:12	ss_(0, 1, 3, 2, 4, 7, 5, 6)	fast	0,0.5,1.5,1,2,6,3,4,-0,-0.5,-1.5,-1,-2,-6,-3,-4	ok	236	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 4, 7, 5, 6).blif	
2026-04-25T16:22:13	ss_(0, 1, 3, 2, 4, 7, 6, 5)	fast	0,0.5,1.5,1,2,6,4,3,-0,-0.5,-1.5,-1,-2,-6,-4,-3	ok	226	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 4, 7, 6, 5).blif	
2026-04-25T16:22:13	ss_(0, 1, 3, 2, 5, 4, 6, 7)	fast	0,0.5,1.5,1,3,2,4,6,-0,-0.5,-1.5,-1,-3,-2,-4,-6	ok	216	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 5, 4, 6, 7).blif	
2026-04-25T16:22:13	ss_(0, 1, 3, 2, 5, 4, 7, 6)	fast	0,0.5,1.5,1,3,2,6,4,-0,-0.5,-1.5,-1,-3,-2,-6,-4	ok	231	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 5, 4, 7, 6).blif	
2026-04-25T16:22:14	ss_(0, 1, 3, 2, 5, 6, 4, 7)	fast	0,0.5,1.5,1,3,4,2,6,-0,-0.5,-1.5,-1,-3,-4,-2,-6	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 5, 6, 4, 7).blif	
2026-04-25T16:22:14	ss_(0, 1, 3, 2, 5, 6, 7, 4)	fast	0,0.5,1.5,1,3,4,6,2,-0,-0.5,-1.5,-1,-3,-4,-6,-2	ok	232	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 5, 6, 7, 4).blif	
2026-04-25T16:22:14	ss_(0, 1, 3, 2, 5, 7, 4, 6)	fast	0,0.5,1.5,1,3,6,2,4,-0,-0.5,-1.5,-1,-3,-6,-2,-4	ok	235	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 5, 7, 4, 6).blif	
2026-04-25T16:22:14	ss_(0, 1, 3, 2, 5, 7, 6, 4)	fast	0,0.5,1.5,1,3,6,4,2,-0,-0.5,-1.5,-1,-3,-6,-4,-2	ok	239	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 5, 7, 6, 4).blif	
2026-04-25T16:22:15	ss_(0, 1, 3, 2, 6, 4, 5, 7)	fast	0,0.5,1.5,1,4,2,3,6,-0,-0.5,-1.5,-1,-4,-2,-3,-6	ok	220	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 6, 4, 5, 7).blif	
2026-04-25T16:22:15	ss_(0, 1, 3, 2, 6, 4, 7, 5)	fast	0,0.5,1.5,1,4,2,6,3,-0,-0.5,-1.5,-1,-4,-2,-6,-3	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 6, 4, 7, 5).blif	
2026-04-25T16:22:15	ss_(0, 1, 3, 2, 6, 5, 4, 7)	fast	0,0.5,1.5,1,4,3,2,6,-0,-0.5,-1.5,-1,-4,-3,-2,-6	ok	217	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 6, 5, 4, 7).blif	
2026-04-25T16:22:15	ss_(0, 1, 3, 2, 6, 5, 7, 4)	fast	0,0.5,1.5,1,4,3,6,2,-0,-0.5,-1.5,-1,-4,-3,-6,-2	ok	215	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 6, 5, 7, 4).blif	
2026-04-25T16:22:16	ss_(0, 1, 3, 2, 6, 7, 4, 5)	fast	0,0.5,1.5,1,4,6,2,3,-0,-0.5,-1.5,-1,-4,-6,-2,-3	ok	220	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 6, 7, 4, 5).blif	
2026-04-25T16:22:16	ss_(0, 1, 3, 2, 6, 7, 5, 4)	fast	0,0.5,1.5,1,4,6,3,2,-0,-0.5,-1.5,-1,-4,-6,-3,-2	ok	214	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 6, 7, 5, 4).blif	
2026-04-25T16:22:16	ss_(0, 1, 3, 2, 7, 4, 5, 6)	fast	0,0.5,1.5,1,6,2,3,4,-0,-0.5,-1.5,-1,-6,-2,-3,-4	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 7, 4, 5, 6).blif	
2026-04-25T16:22:16	ss_(0, 1, 3, 2, 7, 4, 6, 5)	fast	0,0.5,1.5,1,6,2,4,3,-0,-0.5,-1.5,-1,-6,-2,-4,-3	ok	218	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 7, 4, 6, 5).blif	
2026-04-25T16:22:17	ss_(0, 1, 3, 2, 7, 5, 4, 6)	fast	0,0.5,1.5,1,6,3,2,4,-0,-0.5,-1.5,-1,-6,-3,-2,-4	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 7, 5, 4, 6).blif	
2026-04-25T16:22:17	ss_(0, 1, 3, 2, 7, 5, 6, 4)	fast	0,0.5,1.5,1,6,3,4,2,-0,-0.5,-1.5,-1,-6,-3,-4,-2	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 7, 5, 6, 4).blif	
2026-04-25T16:22:17	ss_(0, 1, 3, 2, 7, 6, 4, 5)	fast	0,0.5,1.5,1,6,4,2,3,-0,-0.5,-1.5,-1,-6,-4,-2,-3	ok	218	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 7, 6, 4, 5).blif	
2026-04-25T16:22:18	ss_(0, 1, 3, 2, 7, 6, 5, 4)	fast	0,0.5,1.5,1,6,4,3,2,-0,-0.5,-1.5,-1,-6,-4,-3,-2	ok	226	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 2, 7, 6, 5, 4).blif	
2026-04-25T16:22:18	ss_(0, 1, 3, 4, 2, 5, 6, 7)	fast	0,0.5,1.5,2,1,3,4,6,-0,-0.5,-1.5,-2,-1,-3,-4,-6	ok	231	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 2, 5, 6, 7).blif	
2026-04-25T16:22:18	ss_(0, 1, 3, 4, 2, 5, 7, 6)	fast	0,0.5,1.5,2,1,3,6,4,-0,-0.5,-1.5,-2,-1,-3,-6,-4	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 2, 5, 7, 6).blif	
2026-04-25T16:22:18	ss_(0, 1, 3, 4, 2, 6, 5, 7)	fast	0,0.5,1.5,2,1,4,3,6,-0,-0.5,-1.5,-2,-1,-4,-3,-6	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 2, 6, 5, 7).blif	
2026-04-25T16:22:19	ss_(0, 1, 3, 4, 2, 6, 7, 5)	fast	0,0.5,1.5,2,1,4,6,3,-0,-0.5,-1.5,-2,-1,-4,-6,-3	ok	231	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 2, 6, 7, 5).blif	
2026-04-25T16:22:19	ss_(0, 1, 3, 4, 2, 7, 5, 6)	fast	0,0.5,1.5,2,1,6,3,4,-0,-0.5,-1.5,-2,-1,-6,-3,-4	ok	220	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 2, 7, 5, 6).blif	
2026-04-25T16:22:19	ss_(0, 1, 3, 4, 2, 7, 6, 5)	fast	0,0.5,1.5,2,1,6,4,3,-0,-0.5,-1.5,-2,-1,-6,-4,-3	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 2, 7, 6, 5).blif	
2026-04-25T16:22:19	ss_(0, 1, 3, 4, 5, 2, 6, 7)	fast	0,0.5,1.5,2,3,1,4,6,-0,-0.5,-1.5,-2,-3,-1,-4,-6	ok	230	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 5, 2, 6, 7).blif	
2026-04-25T16:22:20	ss_(0, 1, 3, 4, 5, 2, 7, 6)	fast	0,0.5,1.5,2,3,1,6,4,-0,-0.5,-1.5,-2,-3,-1,-6,-4	ok	232	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 5, 2, 7, 6).blif	
2026-04-25T16:22:20	ss_(0, 1, 3, 4, 5, 6, 2, 7)	fast	0,0.5,1.5,2,3,4,1,6,-0,-0.5,-1.5,-2,-3,-4,-1,-6	ok	228	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 5, 6, 2, 7).blif	
2026-04-25T16:22:20	ss_(0, 1, 3, 4, 5, 6, 7, 2)	fast	0,0.5,1.5,2,3,4,6,1,-0,-0.5,-1.5,-2,-3,-4,-6,-1	ok	227	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 5, 6, 7, 2).blif	
2026-04-25T16:22:21	ss_(0, 1, 3, 4, 5, 7, 2, 6)	fast	0,0.5,1.5,2,3,6,1,4,-0,-0.5,-1.5,-2,-3,-6,-1,-4	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 5, 7, 2, 6).blif	
2026-04-25T16:22:21	ss_(0, 1, 3, 4, 5, 7, 6, 2)	fast	0,0.5,1.5,2,3,6,4,1,-0,-0.5,-1.5,-2,-3,-6,-4,-1	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 5, 7, 6, 2).blif	
2026-04-25T16:22:21	ss_(0, 1, 3, 4, 6, 2, 5, 7)	fast	0,0.5,1.5,2,4,1,3,6,-0,-0.5,-1.5,-2,-4,-1,-3,-6	ok	225	0.3	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 6, 2, 5, 7).blif	
2026-04-25T16:22:21	ss_(0, 1, 3, 4, 6, 2, 7, 5)	fast	0,0.5,1.5,2,4,1,6,3,-0,-0.5,-1.5,-2,-4,-1,-6,-3	ok	216	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 6, 2, 7, 5).blif	
2026-04-25T16:22:22	ss_(0, 1, 3, 4, 6, 5, 2, 7)	fast	0,0.5,1.5,2,4,3,1,6,-0,-0.5,-1.5,-2,-4,-3,-1,-6	ok	222	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 6, 5, 2, 7).blif	
2026-04-25T16:22:22	ss_(0, 1, 3, 4, 6, 5, 7, 2)	fast	0,0.5,1.5,2,4,3,6,1,-0,-0.5,-1.5,-2,-4,-3,-6,-1	ok	224	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 6, 5, 7, 2).blif	
2026-04-25T16:22:22	ss_(0, 1, 3, 4, 6, 7, 2, 5)	fast	0,0.5,1.5,2,4,6,1,3,-0,-0.5,-1.5,-2,-4,-6,-1,-3	ok	230	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 6, 7, 2, 5).blif	
2026-04-25T16:22:23	ss_(0, 1, 3, 4, 6, 7, 5, 2)	fast	0,0.5,1.5,2,4,6,3,1,-0,-0.5,-1.5,-2,-4,-6,-3,-1	ok	213	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 6, 7, 5, 2).blif	
2026-04-25T16:22:23	ss_(0, 1, 3, 4, 7, 2, 5, 6)	fast	0,0.5,1.5,2,6,1,3,4,-0,-0.5,-1.5,-2,-6,-1,-3,-4	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 7, 2, 5, 6).blif	
2026-04-25T16:22:23	ss_(0, 1, 3, 4, 7, 2, 6, 5)	fast	0,0.5,1.5,2,6,1,4,3,-0,-0.5,-1.5,-2,-6,-1,-4,-3	ok	226	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 7, 2, 6, 5).blif	
2026-04-25T16:22:23	ss_(0, 1, 3, 4, 7, 5, 2, 6)	fast	0,0.5,1.5,2,6,3,1,4,-0,-0.5,-1.5,-2,-6,-3,-1,-4	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 7, 5, 2, 6).blif	
2026-04-25T16:22:24	ss_(0, 1, 3, 4, 7, 5, 6, 2)	fast	0,0.5,1.5,2,6,3,4,1,-0,-0.5,-1.5,-2,-6,-3,-4,-1	ok	233	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 7, 5, 6, 2).blif	
2026-04-25T16:22:24	ss_(0, 1, 3, 4, 7, 6, 2, 5)	fast	0,0.5,1.5,2,6,4,1,3,-0,-0.5,-1.5,-2,-6,-4,-1,-3	ok	229	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 7, 6, 2, 5).blif	
2026-04-25T16:22:24	ss_(0, 1, 3, 4, 7, 6, 5, 2)	fast	0,0.5,1.5,2,6,4,3,1,-0,-0.5,-1.5,-2,-6,-4,-3,-1	ok	231	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 4, 7, 6, 5, 2).blif	
2026-04-25T16:22:25	ss_(0, 1, 3, 5, 2, 4, 6, 7)	fast	0,0.5,1.5,3,1,2,4,6,-0,-0.5,-1.5,-3,-1,-2,-4,-6	ok	224	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 2, 4, 6, 7).blif	
2026-04-25T16:22:25	ss_(0, 1, 3, 5, 2, 4, 7, 6)	fast	0,0.5,1.5,3,1,2,6,4,-0,-0.5,-1.5,-3,-1,-2,-6,-4	ok	239	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 2, 4, 7, 6).blif	
2026-04-25T16:22:25	ss_(0, 1, 3, 5, 2, 6, 4, 7)	fast	0,0.5,1.5,3,1,4,2,6,-0,-0.5,-1.5,-3,-1,-4,-2,-6	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 2, 6, 4, 7).blif	
2026-04-25T16:22:25	ss_(0, 1, 3, 5, 2, 6, 7, 4)	fast	0,0.5,1.5,3,1,4,6,2,-0,-0.5,-1.5,-3,-1,-4,-6,-2	ok	237	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 2, 6, 7, 4).blif	
2026-04-25T16:22:26	ss_(0, 1, 3, 5, 2, 7, 4, 6)	fast	0,0.5,1.5,3,1,6,2,4,-0,-0.5,-1.5,-3,-1,-6,-2,-4	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 2, 7, 4, 6).blif	
2026-04-25T16:22:26	ss_(0, 1, 3, 5, 2, 7, 6, 4)	fast	0,0.5,1.5,3,1,6,4,2,-0,-0.5,-1.5,-3,-1,-6,-4,-2	ok	230	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 2, 7, 6, 4).blif	
